Shawhelp,216808077,35494,"Hi, we're Shaw's support team on Twitter. For help with your Shaw Communications products and services, follow us! We're here every day from 7 AM to 10 PM PT"
ShawInfo,171602499,30708,"We are the official account for Shaw. Follow us for the latest information about our products and services. For technical support, please follow @Shawhelp"
Shawhelp,216808077,35494,"Hi, we're Shaw's support team on Twitter. For help with your Shaw Communications products and services, follow us! We're here every day from 7 AM to 10 PM PT"
ShawInfo,171602499,30708,"We are the official account for Shaw. Follow us for the latest information about our products and services. For technical support, please follow @Shawhelp"
