username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BarackObama;2017-11-08 06:25;72636;412377;"This is what happens when the people vote. Congrats @RalphNortham and @PhilMurphyNJ . And congratulations to all the victors in state legislative, county and mayors' races. Every office in a democracy counts!";;@RalphNortham @PhilMurphyNJ;;"928252100081078272";https://twitter.com/BarackObama/status/928252100081078272
